# Mvir[M_sun/h] sigma(M,0) sigma(0.5M,0) z D(z) D(z_f,peak) c_vir_sim c_vir_eps c_vir_eps2
7.378000e+12 1.554366 1.744437 0.0000 1.000000 0.636271 8.936731 10.198136 8.655507
7.343000e+12 1.555633 1.745778 0.0000 1.000000 0.636130 8.941175 10.204080 8.659803
7.339000e+12 1.555778 1.745932 0.0000 1.000000 0.636114 8.941680 10.204756 8.660292
7.335000e+12 1.555923 1.746086 0.0000 1.000000 0.636097 8.942184 10.205433 8.660784
7.335000e+12 1.555923 1.746086 0.0000 1.000000 0.636097 8.942184 10.205433 8.660784
7.292000e+12 1.557491 1.747745 0.0000 1.000000 0.635924 8.947687 10.212791 8.666099
7.269000e+12 1.558333 1.748636 0.0000 1.000000 0.635831 8.950640 10.216740 8.668952
7.263000e+12 1.558553 1.748870 0.0000 1.000000 0.635806 8.951402 10.217764 8.669695
7.252000e+12 1.558958 1.749298 0.0000 1.000000 0.635762 8.952826 10.219667 8.671069
7.217000e+12 1.560248 1.750664 0.0000 1.000000 0.635619 8.957341 10.225711 8.675437
7.176000e+12 1.561769 1.752273 0.0000 1.000000 0.635451 8.962676 10.232846 8.680589
7.170000e+12 1.561993 1.752510 0.0000 1.000000 0.635426 8.963461 10.233896 8.681350
7.159000e+12 1.562403 1.752944 0.0000 1.000000 0.635381 8.964897 10.235817 8.682740
7.143000e+12 1.563000 1.753576 0.0000 1.000000 0.635315 8.966986 10.238614 8.684759
7.143000e+12 1.563000 1.753576 0.0000 1.000000 0.635315 8.966986 10.238614 8.684759
7.139000e+12 1.563150 1.753734 0.0000 1.000000 0.635299 8.967517 10.239322 8.685267
7.132000e+12 1.563412 1.754012 0.0000 1.000000 0.635270 8.968429 10.240545 8.686153
7.112000e+12 1.564162 1.754806 0.0000 1.000000 0.635187 8.971053 10.244058 8.688692
7.106000e+12 1.564388 1.755044 0.0000 1.000000 0.635163 8.971854 10.245124 8.689460
7.091000e+12 1.564952 1.755642 0.0000 1.000000 0.635100 8.973820 10.247760 8.691366
7.077000e+12 1.565481 1.756201 0.0000 1.000000 0.635042 8.975678 10.250244 8.693157
7.072000e+12 1.565670 1.756401 0.0000 1.000000 0.635021 8.976340 10.251129 8.693797
7.041000e+12 1.566844 1.757644 0.0000 1.000000 0.634892 8.980444 10.256626 8.697767
7.033000e+12 1.567148 1.757966 0.0000 1.000000 0.634858 8.981506 10.258048 8.698797
6.961000e+12 1.569902 1.760879 0.0000 1.000000 0.634556 8.991152 10.270956 8.708114
6.901000e+12 1.572220 1.763332 0.0000 1.000000 0.634301 8.999257 10.281808 8.715951
6.899000e+12 1.572298 1.763414 0.0000 1.000000 0.634293 8.999534 10.282177 8.716216
6.880000e+12 1.573037 1.764196 0.0000 1.000000 0.634212 9.002117 10.285637 8.718715
6.874000e+12 1.573270 1.764443 0.0000 1.000000 0.634186 9.002928 10.286724 8.719500
6.862000e+12 1.573739 1.764939 0.0000 1.000000 0.634135 9.004570 10.288922 8.721086
6.833000e+12 1.574874 1.766140 0.0000 1.000000 0.634010 9.008536 10.294234 8.724923
6.828000e+12 1.575070 1.766347 0.0000 1.000000 0.633989 9.009224 10.295154 8.725582
6.826000e+12 1.575149 1.766431 0.0000 1.000000 0.633980 9.009497 10.295521 8.725851
6.775000e+12 1.577161 1.768559 0.0000 1.000000 0.633761 9.016534 10.304943 8.732651
6.768000e+12 1.577438 1.768852 0.0000 1.000000 0.633730 9.017502 10.306239 8.733584
6.764000e+12 1.577597 1.769020 0.0000 1.000000 0.633713 9.018059 10.306985 8.734122
6.756000e+12 1.577914 1.769356 0.0000 1.000000 0.633678 9.019162 10.308464 8.735193
6.729000e+12 1.578989 1.770493 0.0000 1.000000 0.633561 9.022919 10.313496 8.738824
6.725000e+12 1.579149 1.770662 0.0000 1.000000 0.633543 9.023480 10.314247 8.739366
6.725000e+12 1.579149 1.770662 0.0000 1.000000 0.633543 9.023480 10.314247 8.739366
6.673000e+12 1.581234 1.772867 0.0000 1.000000 0.633316 9.030768 10.324006 8.746405
6.659000e+12 1.581798 1.773464 0.0000 1.000000 0.633254 9.032734 10.326642 8.748309
6.655000e+12 1.581959 1.773635 0.0000 1.000000 0.633236 9.033291 10.327391 8.748851
6.632000e+12 1.582890 1.774619 0.0000 1.000000 0.633136 9.036548 10.331751 8.751994
6.566000e+12 1.585579 1.777464 0.0000 1.000000 0.632842 9.045928 10.344323 8.761063
6.551000e+12 1.586195 1.778114 0.0000 1.000000 0.632776 9.048089 10.347214 8.763144
6.533000e+12 1.586935 1.778898 0.0000 1.000000 0.632695 9.050661 10.350665 8.765639
6.473000e+12 1.589420 1.781525 0.0000 1.000000 0.632426 9.059339 10.362291 8.774020
6.442000e+12 1.590713 1.782892 0.0000 1.000000 0.632286 9.063852 10.368338 8.778378
6.398000e+12 1.592560 1.784846 0.0000 1.000000 0.632085 9.070286 10.376966 8.784601
6.386000e+12 1.593066 1.785381 0.0000 1.000000 0.632031 9.072050 10.379331 8.786307
6.361000e+12 1.594124 1.786500 0.0000 1.000000 0.631916 9.075736 10.384274 8.789870
6.347000e+12 1.594719 1.787128 0.0000 1.000000 0.631852 9.077819 10.387062 8.791878
6.320000e+12 1.595869 1.788345 0.0000 1.000000 0.631727 9.081819 10.392429 8.795750
6.318000e+12 1.595955 1.788435 0.0000 1.000000 0.631719 9.082126 10.392837 8.796041
6.278000e+12 1.597669 1.790248 0.0000 1.000000 0.631533 9.088092 10.400840 8.801810
6.270000e+12 1.598014 1.790612 0.0000 1.000000 0.631497 9.089300 10.402456 8.802974
6.266000e+12 1.598186 1.790794 0.0000 1.000000 0.631478 9.089898 10.403259 8.803550
6.233000e+12 1.599613 1.792302 0.0000 1.000000 0.631324 9.094874 10.409929 8.808356
6.202000e+12 1.600960 1.793727 0.0000 1.000000 0.631179 9.099558 10.416214 8.812889
6.198000e+12 1.601135 1.793911 0.0000 1.000000 0.631161 9.100175 10.417038 8.813479
6.194000e+12 1.601309 1.794096 0.0000 1.000000 0.631141 9.100773 10.417844 8.814062
6.175000e+12 1.602140 1.794974 0.0000 1.000000 0.631052 9.103670 10.421728 8.816861
6.138000e+12 1.603765 1.796693 0.0000 1.000000 0.630877 9.109318 10.429308 8.822325
6.136000e+12 1.603854 1.796786 0.0000 1.000000 0.630868 9.109636 10.429731 8.822627
6.132000e+12 1.604030 1.796972 0.0000 1.000000 0.630849 9.110249 10.430553 8.823218
6.113000e+12 1.604870 1.797860 0.0000 1.000000 0.630759 9.113172 10.434474 8.826043
6.059000e+12 1.607272 1.800399 0.0000 1.000000 0.630501 9.121530 10.445687 8.834117
6.045000e+12 1.607899 1.801062 0.0000 1.000000 0.630433 9.123709 10.448612 8.836227
6.031000e+12 1.608527 1.801726 0.0000 1.000000 0.630366 9.125892 10.451541 8.838338
6.026000e+12 1.608752 1.801963 0.0000 1.000000 0.630342 9.126681 10.452597 8.839094
6.010000e+12 1.609473 1.802725 0.0000 1.000000 0.630265 9.129189 10.455962 8.841518
5.995000e+12 1.610150 1.803441 0.0000 1.000000 0.630192 9.131539 10.459118 8.843792
5.991000e+12 1.610331 1.803632 0.0000 1.000000 0.630173 9.132171 10.459965 8.844400
5.985000e+12 1.610603 1.803919 0.0000 1.000000 0.630144 9.133121 10.461237 8.845315
5.952000e+12 1.612102 1.805504 0.0000 1.000000 0.629983 9.138327 10.468227 8.850349
5.950000e+12 1.612193 1.805600 0.0000 1.000000 0.629974 9.138644 10.468652 8.850656
5.937000e+12 1.612787 1.806227 0.0000 1.000000 0.629911 9.140715 10.471429 8.852652
5.931000e+12 1.613061 1.806517 0.0000 1.000000 0.629881 9.141665 10.472704 8.853571
5.892000e+12 1.614852 1.808410 0.0000 1.000000 0.629690 9.147887 10.481057 8.859587
5.892000e+12 1.614852 1.808410 0.0000 1.000000 0.629690 9.147887 10.481057 8.859587
5.873000e+12 1.615729 1.809336 0.0000 1.000000 0.629597 9.150941 10.485153 8.862532
5.836000e+12 1.617445 1.811151 0.0000 1.000000 0.629413 9.156889 10.493144 8.868288
5.807000e+12 1.618799 1.812581 0.0000 1.000000 0.629269 9.161598 10.499463 8.872832
5.789000e+12 1.619643 1.813473 0.0000 1.000000 0.629179 9.164527 10.503397 8.875666
5.787000e+12 1.619737 1.813572 0.0000 1.000000 0.629169 9.164856 10.503838 8.875981
5.749000e+12 1.621529 1.815465 0.0000 1.000000 0.628979 9.171082 10.512195 8.881994
5.745000e+12 1.621718 1.815665 0.0000 1.000000 0.628959 9.171735 10.513074 8.882626
5.741000e+12 1.621908 1.815866 0.0000 1.000000 0.628938 9.172393 10.513958 8.883264
5.741000e+12 1.621908 1.815866 0.0000 1.000000 0.628938 9.172393 10.513958 8.883264
5.739000e+12 1.622003 1.815966 0.0000 1.000000 0.628929 9.172726 10.514403 8.883585
5.735000e+12 1.622192 1.816166 0.0000 1.000000 0.628908 9.173379 10.515282 8.884216
5.733000e+12 1.622287 1.816266 0.0000 1.000000 0.628898 9.173712 10.515727 8.884534
5.727000e+12 1.622572 1.816568 0.0000 1.000000 0.628868 9.174694 10.517050 8.885490
5.722000e+12 1.622810 1.816819 0.0000 1.000000 0.628843 9.175524 10.518162 8.886288
5.677000e+12 1.624959 1.819090 0.0000 1.000000 0.628614 9.182977 10.528174 8.893495
5.669000e+12 1.625343 1.819495 0.0000 1.000000 0.628574 9.184315 10.529968 8.894780
5.664000e+12 1.625584 1.819749 0.0000 1.000000 0.628549 9.185156 10.531095 8.895591
5.663000e+12 1.625632 1.819800 0.0000 1.000000 0.628543 9.185320 10.531317 8.895751
5.656000e+12 1.625969 1.820156 0.0000 1.000000 0.628508 9.186490 10.532888 8.896880
5.654000e+12 1.626065 1.820258 0.0000 1.000000 0.628497 9.186818 10.533331 8.897202
5.646000e+12 1.626451 1.820665 0.0000 1.000000 0.628457 9.188164 10.535135 8.898497
5.638000e+12 1.626837 1.821073 0.0000 1.000000 0.628416 9.189501 10.536932 8.899790
5.619000e+12 1.627757 1.822045 0.0000 1.000000 0.628318 9.192691 10.541218 8.902873
5.617000e+12 1.627854 1.822148 0.0000 1.000000 0.628308 9.193023 10.541666 8.903198
5.613000e+12 1.628048 1.822353 0.0000 1.000000 0.628287 9.193696 10.542570 8.903845
5.598000e+12 1.628778 1.823124 0.0000 1.000000 0.628210 9.196229 10.545971 8.906293
5.596000e+12 1.628875 1.823227 0.0000 1.000000 0.628199 9.196561 10.546420 8.906617
5.574000e+12 1.629949 1.824361 0.0000 1.000000 0.628086 9.200289 10.551426 8.910214
5.563000e+12 1.630488 1.824930 0.0000 1.000000 0.628029 9.202161 10.553939 8.912020
5.561000e+12 1.630586 1.825034 0.0000 1.000000 0.628019 9.202497 10.554393 8.912348
5.557000e+12 1.630783 1.825241 0.0000 1.000000 0.627999 9.203188 10.555317 8.913009
5.512000e+12 1.633002 1.827585 0.0000 1.000000 0.627764 9.210879 10.565651 8.920442
5.512000e+12 1.633002 1.827585 0.0000 1.000000 0.627764 9.210879 10.565651 8.920442
5.470000e+12 1.635091 1.829792 0.0000 1.000000 0.627543 9.218113 10.575374 8.927434
5.456000e+12 1.635791 1.830531 0.0000 1.000000 0.627470 9.220541 10.578636 8.929778
5.441000e+12 1.636543 1.831326 0.0000 1.000000 0.627390 9.223140 10.582131 8.932293
5.435000e+12 1.636844 1.831644 0.0000 1.000000 0.627358 9.224182 10.583532 8.933298
5.433000e+12 1.636945 1.831750 0.0000 1.000000 0.627348 9.224537 10.584006 8.933638
5.429000e+12 1.637146 1.831963 0.0000 1.000000 0.627327 9.225227 10.584937 8.934307
5.412000e+12 1.638004 1.832868 0.0000 1.000000 0.627237 9.228208 10.588939 8.937180
5.394000e+12 1.638915 1.833830 0.0000 1.000000 0.627141 9.231364 10.593180 8.940227
5.377000e+12 1.639778 1.834742 0.0000 1.000000 0.627050 9.234347 10.597192 8.943115
5.369000e+12 1.640186 1.835172 0.0000 1.000000 0.627008 9.235766 10.599097 8.944481
5.363000e+12 1.640491 1.835496 0.0000 1.000000 0.626975 9.236807 10.600503 8.945497
5.340000e+12 1.641668 1.836738 0.0000 1.000000 0.626852 9.240888 10.605986 8.949434
5.315000e+12 1.642952 1.838094 0.0000 1.000000 0.626717 9.245331 10.611960 8.953726
5.303000e+12 1.643571 1.838748 0.0000 1.000000 0.626652 9.247470 10.614837 8.955795
5.301000e+12 1.643675 1.838857 0.0000 1.000000 0.626641 9.247837 10.615327 8.956145
5.299000e+12 1.643778 1.838966 0.0000 1.000000 0.626630 9.248191 10.615804 8.956489
5.245000e+12 1.646585 1.841930 0.0000 1.000000 0.626336 9.257901 10.628861 8.965870
5.220000e+12 1.647894 1.843313 0.0000 1.000000 0.626199 9.262421 10.634942 8.970240
5.208000e+12 1.648526 1.843979 0.0000 1.000000 0.626134 9.264617 10.637890 8.972352
5.202000e+12 1.648842 1.844313 0.0000 1.000000 0.626100 9.265706 10.639357 8.973406
5.195000e+12 1.649211 1.844703 0.0000 1.000000 0.626062 9.266979 10.641070 8.974639
5.173000e+12 1.650376 1.845932 0.0000 1.000000 0.625941 9.271014 10.646494 8.978529
5.154000e+12 1.651386 1.846998 0.0000 1.000000 0.625835 9.274508 10.651191 8.981901
5.150000e+12 1.651599 1.847223 0.0000 1.000000 0.625813 9.275243 10.652181 8.982613
5.148000e+12 1.651705 1.847336 0.0000 1.000000 0.625801 9.275600 10.652666 8.982965
5.135000e+12 1.652399 1.848069 0.0000 1.000000 0.625729 9.277996 10.655890 8.985281
5.110000e+12 1.653740 1.849484 0.0000 1.000000 0.625589 9.282635 10.662128 8.989757
5.081000e+12 1.655304 1.851135 0.0000 1.000000 0.625426 9.288039 10.669397 8.994976
5.069000e+12 1.655954 1.851821 0.0000 1.000000 0.625359 9.290285 10.672419 8.997145
5.067000e+12 1.656062 1.851935 0.0000 1.000000 0.625348 9.290658 10.672920 8.997503
5.036000e+12 1.657750 1.853717 0.0000 1.000000 0.625172 9.296486 10.680763 9.003136
4.989000e+12 1.660329 1.856440 0.0000 1.000000 0.624904 9.305383 10.692738 9.011732
4.976000e+12 1.661048 1.857198 0.0000 1.000000 0.624830 9.307872 10.696084 9.014132
4.939000e+12 1.663103 1.859367 0.0000 1.000000 0.624617 9.314962 10.705628 9.020980
4.937000e+12 1.663215 1.859485 0.0000 1.000000 0.624605 9.315350 10.706150 9.021356
4.933000e+12 1.663438 1.859721 0.0000 1.000000 0.624582 9.316114 10.707181 9.022098
4.926000e+12 1.663829 1.860134 0.0000 1.000000 0.624541 9.317461 10.708994 9.023399
4.916000e+12 1.664389 1.860725 0.0000 1.000000 0.624483 9.319393 10.711595 9.025264
4.914000e+12 1.664501 1.860843 0.0000 1.000000 0.624471 9.319780 10.712116 9.025637
4.898000e+12 1.665400 1.861792 0.0000 1.000000 0.624378 9.322880 10.716289 9.028633
4.895000e+12 1.665569 1.861970 0.0000 1.000000 0.624361 9.323465 10.717076 9.029197
4.885000e+12 1.666133 1.862564 0.0000 1.000000 0.624303 9.325420 10.719703 9.031077
4.885000e+12 1.666133 1.862564 0.0000 1.000000 0.624303 9.325420 10.719703 9.031077
4.866000e+12 1.667207 1.863698 0.0000 1.000000 0.624192 9.329119 10.724685 9.034650
4.840000e+12 1.668685 1.865257 0.0000 1.000000 0.624040 9.334221 10.731550 9.039573
4.829000e+12 1.669313 1.865919 0.0000 1.000000 0.623975 9.336391 10.734470 9.041663
4.817000e+12 1.670000 1.866644 0.0000 1.000000 0.623905 9.338759 10.737658 9.043950
4.807000e+12 1.670574 1.867250 0.0000 1.000000 0.623845 9.340734 10.740320 9.045862
4.776000e+12 1.672360 1.869136 0.0000 1.000000 0.623660 9.346877 10.748598 9.051805
4.771000e+12 1.672650 1.869442 0.0000 1.000000 0.623630 9.347876 10.749943 9.052772
4.747000e+12 1.674043 1.870912 0.0000 1.000000 0.623487 9.352673 10.756405 9.057404
4.743000e+12 1.674276 1.871158 0.0000 1.000000 0.623463 9.353475 10.757485 9.058179
4.734000e+12 1.674801 1.871711 0.0000 1.000000 0.623409 9.355291 10.759927 9.059926
4.730000e+12 1.675035 1.871958 0.0000 1.000000 0.623385 9.356096 10.761012 9.060705
4.724000e+12 1.675386 1.872328 0.0000 1.000000 0.623349 9.357307 10.762642 9.061872
4.699000e+12 1.676853 1.873876 0.0000 1.000000 0.623198 9.362357 10.769445 9.066750
4.685000e+12 1.677678 1.874747 0.0000 1.000000 0.623113 9.365193 10.773267 9.069491
4.676000e+12 1.678210 1.875308 0.0000 1.000000 0.623059 9.367026 10.775737 9.071260
4.676000e+12 1.678210 1.875308 0.0000 1.000000 0.623059 9.367026 10.775737 9.071260
4.651000e+12 1.679694 1.876874 0.0000 1.000000 0.622906 9.372131 10.782615 9.076193
4.641000e+12 1.680290 1.877502 0.0000 1.000000 0.622846 9.374188 10.785384 9.078176
4.631000e+12 1.680887 1.878132 0.0000 1.000000 0.622784 9.376241 10.788151 9.080159
4.631000e+12 1.680887 1.878132 0.0000 1.000000 0.622784 9.376241 10.788151 9.080159
4.614000e+12 1.681906 1.879207 0.0000 1.000000 0.622680 9.379747 10.792875 9.083545
4.610000e+12 1.682146 1.879460 0.0000 1.000000 0.622655 9.380574 10.793989 9.084343
4.608000e+12 1.682266 1.879587 0.0000 1.000000 0.622643 9.380984 10.794542 9.084741
4.598000e+12 1.682868 1.880222 0.0000 1.000000 0.622581 9.383055 10.797333 9.086740
4.592000e+12 1.683230 1.880603 0.0000 1.000000 0.622545 9.384308 10.799017 9.087943
4.590000e+12 1.683350 1.880731 0.0000 1.000000 0.622531 9.384709 10.799564 9.088339
4.588000e+12 1.683471 1.880858 0.0000 1.000000 0.622520 9.385130 10.800129 9.088744
4.575000e+12 1.684258 1.881688 0.0000 1.000000 0.622439 9.387839 10.803778 9.091358
4.567000e+12 1.684743 1.882199 0.0000 1.000000 0.622390 9.389511 10.806030 9.092968
4.567000e+12 1.684743 1.882199 0.0000 1.000000 0.622390 9.389511 10.806030 9.092968
4.559000e+12 1.685229 1.882712 0.0000 1.000000 0.622340 9.391180 10.808280 9.094582
4.552000e+12 1.685655 1.883162 0.0000 1.000000 0.622296 9.392639 10.810250 9.095996
4.542000e+12 1.686265 1.883805 0.0000 1.000000 0.622234 9.394741 10.813080 9.098023
4.532000e+12 1.686876 1.884450 0.0000 1.000000 0.622171 9.396837 10.815908 9.100050
4.515000e+12 1.687919 1.885550 0.0000 1.000000 0.622065 9.400423 10.820741 9.103513
4.511000e+12 1.688165 1.885809 0.0000 1.000000 0.622040 9.401273 10.821884 9.104332
4.511000e+12 1.688165 1.885809 0.0000 1.000000 0.622040 9.401273 10.821884 9.104332
4.511000e+12 1.688165 1.885809 0.0000 1.000000 0.622040 9.401273 10.821884 9.104332
4.505000e+12 1.688534 1.886198 0.0000 1.000000 0.622002 9.402543 10.823596 9.105555
4.501000e+12 1.688781 1.886459 0.0000 1.000000 0.621977 9.403388 10.824737 9.106374
4.499000e+12 1.688904 1.886589 0.0000 1.000000 0.621964 9.403808 10.825305 9.106784
4.492000e+12 1.689336 1.887044 0.0000 1.000000 0.621921 9.405298 10.827310 9.108217
4.486000e+12 1.689707 1.887436 0.0000 1.000000 0.621882 9.406568 10.829024 9.109446
4.480000e+12 1.690079 1.887828 0.0000 1.000000 0.621845 9.407849 10.830750 9.110683
4.480000e+12 1.690079 1.887828 0.0000 1.000000 0.621845 9.407849 10.830750 9.110683
4.470000e+12 1.690699 1.888482 0.0000 1.000000 0.621781 9.409979 10.833621 9.112736
4.445000e+12 1.692257 1.890125 0.0000 1.000000 0.621623 9.415333 10.840839 9.117907
4.435000e+12 1.692883 1.890785 0.0000 1.000000 0.621559 9.417485 10.843740 9.119982
4.426000e+12 1.693447 1.891380 0.0000 1.000000 0.621502 9.419420 10.846350 9.121854
4.422000e+12 1.693699 1.891645 0.0000 1.000000 0.621477 9.420292 10.847523 9.122691
4.410000e+12 1.694454 1.892442 0.0000 1.000000 0.621399 9.422879 10.851014 9.125194
4.408000e+12 1.694580 1.892575 0.0000 1.000000 0.621386 9.423310 10.851596 9.125612
4.399000e+12 1.695148 1.893174 0.0000 1.000000 0.621329 9.425261 10.854226 9.127494
4.397000e+12 1.695275 1.893308 0.0000 1.000000 0.621316 9.425696 10.854814 9.127918
4.387000e+12 1.695908 1.893975 0.0000 1.000000 0.621252 9.427874 10.857748 9.130015
4.385000e+12 1.696035 1.894109 0.0000 1.000000 0.621239 9.428309 10.858336 9.130436
4.381000e+12 1.696289 1.894377 0.0000 1.000000 0.621213 9.429180 10.859511 9.131281
4.379000e+12 1.696416 1.894511 0.0000 1.000000 0.621200 9.429616 10.860098 9.131701
4.370000e+12 1.696988 1.895114 0.0000 1.000000 0.621142 9.431581 10.862748 9.133595
4.366000e+12 1.697243 1.895383 0.0000 1.000000 0.621116 9.432455 10.863928 9.134441
4.356000e+12 1.697881 1.896056 0.0000 1.000000 0.621051 9.434644 10.866880 9.136555
4.304000e+12 1.701224 1.899581 0.0000 1.000000 0.620712 9.446115 10.882353 9.147631
4.281000e+12 1.702717 1.901155 0.0000 1.000000 0.620561 9.451239 10.889263 9.152576
4.263000e+12 1.703892 1.902393 0.0000 1.000000 0.620443 9.455276 10.894706 9.156469
4.248000e+12 1.704874 1.903430 0.0000 1.000000 0.620343 9.458629 10.899237 9.159717
4.244000e+12 1.705137 1.903706 0.0000 1.000000 0.620317 9.459542 10.900463 9.160591
4.244000e+12 1.705137 1.903706 0.0000 1.000000 0.620317 9.459542 10.900463 9.160591
4.234000e+12 1.705795 1.904400 0.0000 1.000000 0.620250 9.461795 10.903505 9.162768
4.232000e+12 1.705927 1.904539 0.0000 1.000000 0.620237 9.462249 10.904117 9.163207
4.222000e+12 1.706587 1.905235 0.0000 1.000000 0.620170 9.464510 10.907169 9.165391
4.215000e+12 1.707050 1.905723 0.0000 1.000000 0.620124 9.466098 10.909311 9.166923
4.211000e+12 1.707315 1.906002 0.0000 1.000000 0.620097 9.467010 10.910539 9.167801
4.201000e+12 1.707978 1.906702 0.0000 1.000000 0.620030 9.469274 10.913598 9.169993
4.201000e+12 1.707978 1.906702 0.0000 1.000000 0.620030 9.469274 10.913598 9.169993
4.186000e+12 1.708976 1.907754 0.0000 1.000000 0.619929 9.472695 10.918215 9.173295
4.186000e+12 1.708976 1.907754 0.0000 1.000000 0.619929 9.472695 10.918215 9.173295
4.180000e+12 1.709377 1.908176 0.0000 1.000000 0.619889 9.474075 10.920074 9.174623
4.180000e+12 1.709377 1.908176 0.0000 1.000000 0.619889 9.474075 10.920074 9.174623
4.176000e+12 1.709644 1.908458 0.0000 1.000000 0.619862 9.474985 10.921305 9.175505
4.155000e+12 1.711052 1.909942 0.0000 1.000000 0.619720 9.479812 10.927818 9.180164
4.155000e+12 1.711052 1.909942 0.0000 1.000000 0.619720 9.479812 10.927818 9.180164
4.149000e+12 1.711456 1.910368 0.0000 1.000000 0.619680 9.481195 10.929685 9.181499
4.147000e+12 1.711590 1.910510 0.0000 1.000000 0.619666 9.481647 10.930299 9.181942
4.141000e+12 1.711995 1.910936 0.0000 1.000000 0.619625 9.483042 10.932178 9.183281
4.126000e+12 1.713009 1.912005 0.0000 1.000000 0.619523 9.486514 10.936865 9.186634
4.102000e+12 1.714640 1.913724 0.0000 1.000000 0.619360 9.492101 10.944405 9.192027
4.091000e+12 1.715391 1.914515 0.0000 1.000000 0.619284 9.494677 10.947881 9.194509
4.085000e+12 1.715801 1.914948 0.0000 1.000000 0.619243 9.496074 10.949770 9.195863
4.085000e+12 1.715801 1.914948 0.0000 1.000000 0.619243 9.496074 10.949770 9.195863
4.079000e+12 1.716213 1.915381 0.0000 1.000000 0.619202 9.497495 10.951683 9.197227
4.071000e+12 1.716762 1.915960 0.0000 1.000000 0.619147 9.499371 10.954217 9.199042
4.058000e+12 1.717657 1.916904 0.0000 1.000000 0.619057 9.502428 10.958348 9.201999
4.054000e+12 1.717933 1.917194 0.0000 1.000000 0.619030 9.503380 10.959630 9.202910
4.050000e+12 1.718209 1.917486 0.0000 1.000000 0.619001 9.504316 10.960898 9.203821
4.033000e+12 1.719387 1.918727 0.0000 1.000000 0.618883 9.508351 10.966344 9.207715
3.998000e+12 1.721828 1.921300 0.0000 1.000000 0.618639 9.516698 10.977618 9.215776
3.998000e+12 1.721828 1.921300 0.0000 1.000000 0.618639 9.516698 10.977618 9.215776
3.994000e+12 1.722108 1.921595 0.0000 1.000000 0.618611 9.517657 10.978912 9.216698
3.976000e+12 1.723374 1.922929 0.0000 1.000000 0.618484 9.521988 10.984760 9.220879
3.976000e+12 1.723374 1.922929 0.0000 1.000000 0.618484 9.521988 10.984760 9.220879
3.965000e+12 1.724151 1.923748 0.0000 1.000000 0.618407 9.524643 10.988348 9.223445
